author,text,label
@putradarmawan8923,gila colab sm mereka lagi dong awokwokwok ggwp gtid,negative
@akunpalsu4137,buka jasa wifi di gunung bawa aki kering mobil biji rp jt di sambung seri bawa inverter w psw rp rb kita asumsikan efisiensi jd bisa angkat w bawa starlink rp jt sekalian buka jasa ngecas modal jt sdh termasuk paketan internet kalo mau dibikin limit model voucher tambah dana buat beli mikrotik semoga bermanfaat,neutral
@mahendraruhendi622,perceived value jadi gimana nih bang david apakah harga jt bisa ada yang nyaingi output hp nya,negative
@fadililham6665,dari sekian banyak hp yang di review bang david kayaknya hp ini aja yang bisa kebeli di kantong gw,positive
@rasha_h7575,seperti yang pernah al tretan dan marbot satanic temple katakan idealisme kami bisa runtuh dengan invoice,negative
@mitsukitririzky9489,mood banget nontonnya made my day xd,positive
@muhammadzidanarrahman8379,tak pernah bosan nonton vidio bang david tiap mau beli hp pasti aku ke channel bang david dulu,positive
@calledbugsLIVE,keinget video linus tech tips yang sering ngejatohin barang wkwk,negative
@mcky6614,menerima berkah berkah internet pahala dari elon,positive
@dimasspr4694,tapi anehnya hp kw begitu banyak yang beli entah siapa yang salah,negative
@TheTheMith-gh9qc,anjir ngakak langsung emosi,negative
@rohmanaja4822,ini baru kerengak spt indihome kabel semrawut di mna,negative
@xelllll,awalnya kirain editing woyy beneran frame,positive
@kenzhucraft1735,bang mobo gc ich ok gak vga masih ada,neutral
@hilmanfazlurrahman1900,mtk helio p terkenal akan jumlah core hingga dan part ini didapatkan dari refurbished redmi note versi mediatek,neutral
@djiooc,ws,negative
@mayangputri20,saya suka sekali nonton channel nya bang david sukses dan sehat selalu bang david,positive
@randomxyz1160,semoga starlinknya bisa dimanfaatin sama sekolah yang ada di pelosok,positive
@WakCupeng,seharusnya durasinya minimal hari malam,neutral
@Cry0st,nobody kudet tech rb bisa rakit pc untuk main gta v,neutral
@ursuzy,makasih bang berkat lu niatan gua nabung buat rakit pc muncul lagi,positive
@chouxalatte3387,harga ga boong soal teknologi klo ada yang sama sama mahal dengan brand besar tapi kalian ga familiar sih disarankan searching dulu ya jangan langsung beli selalu cari tau dulu tentang barang yang anda mau beli,negative
@yds_a7x,makasih bang udah jadi uji coba buat beli,neutral
@efjeewheelers8186,elon bener paham kalo alat ini super worthed di indonesia yang sangat akan terpakai di indonesia karena negara kepulauan dan pedalaman karena ga ada negara kepulauan lain yang mampu beli layanan seperti ini karena meskipun indonesia negara kepulauan tapi orangnya banyak yang kaya,positive
@ajibon9979,gong xi gong xi,neutral
@2w089,terima kasih koko chinese makin yakin golongan anda powerfull bet,positive
@Rizzs,mending gua bikin sendiri casing nya dari kardus sama kayu biar lebih hemat v,neutral
@aufaa17,rakit pcrb gtarb mahalan gamenya kwkwkwk,negative
@keristinakeristina7538,saat komputer ribu lebih bagus daripada laptop yang berharga juta,positive
@TeknisiMekanik,intro yang ku tunggu tunggu akhirnya uplod juga intro jessnolimid sebelum asteroid mampir,negative
@apikdluffy1633,kembalikan cokimuslim,negative
@jeanjanenahak7360,lumayan lah buat kasih hadiah ke bociljadi so far ini gak sepenuhnya burukcukup membantu bagi yang tidak punya duit tapi pingin pegang hape yang terlihat mewah,positive
@revanmate486,i gent ram ddr gb mhzm gbhddtbgtx gb rata kanan,neutral
@ahmadrezaa.849,harusnya bilang nya sama kan pin warna kuning yang ada di proci dengan yang di motherboard soalnya tidak semua motherboard posisi nya gitu,negative
@contractsmansa,huawei semakin didepan,neutral
@aufaryansyah809,bang saya mau nanya i gtx gb harga jt worth it gk,negative
@FiziZifiraha,entah kenapa saya paling suka pas suara kegoblokan xiaomi badut indonesia menunjukan kegoblokannya,positive
@noharashinosuke8135,kali ini mamang kutang review teknologi kegelapan bersama pakarnya,neutral
@tobleronegaming8297,kabar buruk buat pemuja bumi datar yang ga percaya satelit,negative
@marwanmf,gagal fokus api kapal,negative
@marselgabriel6490,bang buat konten dong tutorial beli monitor dari china mulai dari mesannya dimana mekanisme pembayaranperhitungan pajaknya gimana terus gimana supaya ga bermasalah dengan bea cukai makasih,neutral
@bh38e,kaya dejavu yatahun lalu paman coki dikasih monitor aja digrebeg ini kayanya bakal di,neutral
@BAGUSVERRY,koh edwin sangat powerfull impact dan pengaruhnya sehingga pendiri yayasan pemuda tersesat top tier kol youtube dynamic duo konten kreator youtube bisa disatukan kembali luwarbyasa sayangnya pengaruhnya cukup sampai sini saja karna tidak mempan sama xiaomi the clownindonesia chazzzkkk,positive
@KyyChnll,pengen rakit tapi tidak ngerti,negative
@iamcrozen,semua lobang gw isi yah liat belakang wkwkwkwkkwkwkww ngak,negative
@obiito8002,hmm ada referensi rakit pc kek gini buat maen pb,neutral
@adeyanamaulana3231,jual dong gw minat,positive
@goldenchocobo5466,di channel om deddy kami muslim dan choki tidak akan satu stage lagi also on gtid they are fucking collab again,negative
@hanifiqbalhamdani5800,gw beli laptop jt buat main pubg lite rata kiri cuma dapet fps uwah gw coba nih pc k xd,neutral
@haiolis,pemuda pancasila versi chinese gtid,neutral
@andreategarprakasa4545,editornya pengen siaran sih ini hahaha kangen banget sama editannya yang cquaks,negative
@klipseru2666,yuk ramairamai buang duit rebu wkwkwkw,negative
@Stingraeee,mantab coki semakin nyaman untuk menonton video mma,positive
@MeimexGedhe,sangat membantu bagi kami yang kerja di laut lepas atau offshore,positive
@otnayirahybbor,jujur ko gaya lu bawain konten termasuk yang paling gokil diantara para tech reviewer asli mau gua peduli sama barang yang lu review mau kagak tetep gua tonton gua anggep hiburan anjirr,positive
@neophobia12,kemaren kemaren muslim ngomong gakan koleb ama coki lagi di podcastnya om ded terakhir di event jakarta itu eh taunya random banget koleb di channel monitor anjir,negative
@mr.zr5un754,naikan gaji editor,neutral
@fernandakevin7750,koneksi orang chinese so powerfull,positive
@Aarix_Anwar,gw bantuin review nih itu produk home industri bahan dari plastik daur ulang camera nyomotin dari camera hape rusak yang udah jadul pastinya makanya orang pinter kalo mo beli hape ya liat reviewnya david dulu lah biar gak nyesel ya gak,positive
@aaaaammmmmm1101,core ram jaringan g juta lagi hahahah jadiin daily driver aja bang hemat itu asik,positive
@ganisfegasetiaputra9915,backsound nya pingin siaran kangen cukk,neutral
@dedehabibi5616,gw yang tinggal di maluku beli ini sangat amat wort it dan lebih keceng dr pada provider yang ada di indonesia,negative
@robisantoso8047,gue kangen konten fix serem nih,negative
@user-og8wu5iq9s,aku mah lebih sedikit k per tahun,neutral
@AnisBaswedan24,rincian foto diketahui kapasitas fotonya kb bukan mb biasanya kalo kita jepret fotolantas kita lihat digaleri file fotonya maka diketahui x jepret mb bukan kb coba deh hp itusekali jepret berapa file fotonya,neutral
@TeknoBoyIndonesia,ngeliat intronya lngsng gw subs,negative
@RaymondDwipa,mantab yuk satu frame lagi duo cokmus,positive
@aratame710,editannya bikin nostalgia pengen siaran,positive
@oyuuunow9565,kokoh ini mampu menyatukan duet maut pemuda pancasila versi cina anjg poentjak komedi,neutral
@fakhriannurhidayat3705,ini chanel meme,neutral
@radenwirahadian9069,wkwkwk pandangan saya per monitoran terbuka lebar setelah ada gtid dengan adanya gtid setidaknya buyer tidak dibadutkan oleh penjual cerdas,positive
@menma2904,intro nya bantu up up up up,neutral
@lubu1828,seandainya huawei ga dibanned keknya bisa menggeser tahta samsung,neutral
@itshukashido3563,akhirnya cokmus back,negative
@AkuGantengCuy,judul semua komponen baru emang ada yang jual i k baru,neutral
@galangwahyupermata893,apakah bisa buat editing video terutama after effect yang bikin animasi,neutral
@Java-nese,itu sih masih termasuk mahal yang murah itu ribu dapet hp ramgbtb pasti di shoope entah merk nya apa biasanya ada nama note notenya,negative
@gaesnesiach8701,produk hdc yang di box ada stiker hdc ijo msih ada tidak si bng di shopee kok udah lenyap,negative
@anggamahendra1637,gw pernah pake charger yang kopong gitu alhasil meledug di kepala chargernya beruntung mcb rumah langsung turun ngk sampe bikin kebakar,negative
@nyomankhrisna146,udahlah mending di tabung dlu uangnya kwkwkwk,negative
@clintml7557,poin yang gw dapet dari kemunculan dan menjamurnya hp macam gini adalah bahwa kebanyakan masyarakat kita sulit untuk berfikir rasional gak semua jadi yang merasa udah berfikir rasional gak usah tersinggung kita tengok lah mutu sebuah bangsa secara umum bisa dilihat dari apa yang dia makan dan apa yang dia tonton stasiun tv di indonesia menurut gw banyak menanyangkan acara yang tidak bermutu bukan berarti mereka stasiun tv yang gak bermutumereka ini pebisnis yang pinter yang membaca pasar jika penonton mereka itu orang yang tidak  bermutu maka mereka sesuaikan tayangan yang akan mereka tanyangkan sesuai dengan selera para penontonnya mereka bisa sangat dengan mudah menayangkan tangan bermutu tapi buat apa kalau tidak  menguntungkan nah sama nih kayak yang bikin hp sejutaan ini perkara nanti yang beli suka atau gak suka yang penting mereka beli dulu yang mereka manfaatkan adalah ketidaktasionalan konsumen dan bukan kepuasan konsumen,negative
@freemasonry666,pada fomo starlink tunggu dulu dengan cuaca buruk indo inet satelit tidak seindah yang kalian kira,negative
@budyati031,saya pernah beli lgsg lewat alie emang dr sananya kek gitu textnya pas pake memory aja udah corrupt aja ngga bisa nyimpen apa,negative
@ruben-sr8sq,huaaa akhirnya mereka bisa satu video lagi kanget banet dah,negative
@Mr_Z4ck,pengen siaran pengen pengen pengen punya pc pake koneksi orang chinese,neutral
@aepsaepulloh857,charger yang di lempar david saya cari smpi ke bawah meja gak ketemu,neutral
@Ivan-up7ny,susah banget cari harganya ada yang tau harganya berapa,negative
@Liu_Xingsheng,saya pamit tapi boong is realllll sssssaaaaaaattttttt,negative
@fadhilfr3491,wkwkwk vga nya aisurix vga garansi abal,negative
@muhammadiqbalputra3395,katanya ga bakal youtube berdua lagi dasar manusia munafik jd duit hasil kebohongan dikasi makan keluarga,negative
@rusliearrr7even199,ngeri enak liat hapenyaa,negative
@mr.nobody6059,spek wah dengan harga yang kelewat murah menggoda tapi rasanya too  bagus  to be true,negative
@DawuanRCh02,trimksh jd sy tetinspirasi sekali temuan barudan informatif,positive
@randyprahestiary9130, bagus  job bang david about phone itu sangat mudah di edit lewat file yang namanya buildprop di dalam file room hpnya mau ganti android juga bisa,positive
@kaze3675,gw suka pembawaannya cuk auto subscribe wwkwkkw,positive
@tarmujig8529,makasih ilmunya bang david  bagus  job,positive
@verifyatna5334,sebenernya deca core kan dulu ada bang di mediatek x series lupa yang berapa angkanya jadi tidak terlalu wah toh saat itu jg malah kalah sama hexa core malah jadi chipset gagal karna panasnya tapi di hp ini gatau sih beneran pake mtk x series atau cuma edit buildprop,negative
@ayarmdhni,tombol power jungkatjungkitnya sama kayak tombol power realme punyaku yang udah ku pakai tahun ini,negative
@satujoransatukail,gua suka liat kejujuran mu bang sering review barang jelek ya,positive
@tekno1257,mending beli hp second dngn harga setara tetapi realitanya sesuai dngn ekpentasi ketimbang ambil hp tidak jelas wkwkwk yakin deh yang bang david review cuma bs buat telfon doang itupun kalau kebaca kartu indo,negative
@feryhd7627,bang kalau mau tahu spesifikasi sebenarnya instal aida bang,neutral
@skapake4522,combo maut hanya untuk yang bernyali besar,negative
@zulfikaraja9459,gua salfok sama lu minum kopinya bang seruput bangt,positive
@juanantoni1577,pc di video inicsgo setting medium average fps laptop gw ryzen ghzram gbvga gbmaen csgo low average fps harga jutaanmnding gw bli pc ini,neutral
@aldendra,lihat thumbnail wahhh menarik nih jutaan setelah nonton jirrrr aisurix,positive
@donisaputra2204,ini yang kami kangen,negative
@erdond,xiaomi yang lama beli dari jaknot pake setaon udah rusak layar bergaris sekarang pake lenovo g dari review gtid so far puas,positive
@faujienter,semua lobang gw isi ya ekspresi bang tretan bilek xd,negative
@rsant15,udah gw like x bang besok colab lagi ya saya butuh asupan penambah iman,negative
@tabryzerman2836,siapa yang masih nonton hari ini,negative
@hadipurochannel902,bikin segmen konten kayak gini bang membongkar penipuan gadget palsugadungan bongkar semua bang,negative
@sriisnaeni3714,full senyum karna cokmus udah comeback,positive
@xhilsph,apaapaan ini lihat konten monitor gtid saja saya sudah terhibur apalagi ini kolaborasi besar masterpiece in early k tapi masih kurang lama tolong ditambah durasinya,positive
@irfantux9854,hp xiaomi poco rom miui murni itu emang throttlingnya agresif banget bagi yang ngerti oprek nonaktifkanuninstall app joyose biar lancar atau ganti custom rom sekalian,negative
@saysalam9746,selalu lucu duet combo,positive
@RF-eq9rf,gimana kalo bandingin peltier sama kipas pendingin kira efektif mana yaa,negative
@mohlutfialfariq2335,sudah jt viewers,positive
@RikoChanOfficial,iya bener dulu pernah ngecek di toko oren malah ada yang nge jual di harga k dan itu udah kemahalan sih soalnya gw juga udah tanya tanya ke orang yang udah beli itu harganya gak nyampe k,negative
@ejagroup9218,kondisi rakitan tidak relistis dengan tuntuan sampai siap untuk digunakan contohnya blm siap monitornya dan perlengkapan semuanya,negative
@BruhCh,anehnya smpat di live toktok smpe k org nnton itu gimna dah,negative
@Eurellym,di kamar saya panas tanpa ac pake cooler kipas hasil pendinginan nya itu angin panas cooler peltier justru yang paling efektif karena paling dingin memang penyebaran panas nya hanya di tengah hp baterai bukan disamping kanan processor namun yang dihasilkan bukan angin panas,positive
@ryzx6063,thanks banget bang sukses trs bang,positive
@user-li4sf3lo5w,ngakak jir malahan bukannya kagum,negative
@hattorihanzo3636,kangen banget combo bgsat ini,positive
@Daroeemon,waaaah dari dulu nunggu nunggu video kipas smartphone dari jagaat semoga next next bakalan sesekali di update kalo ada keluaran keluaran baru barangkali tahun sekali gitu,positive
@jovanrustiadi5922,user x pad tembaga buat poco x pro tetep nonton,neutral
@xio2907,ya mayanlah buat belajar dlu gak buang buang bagdet klo gagal terima kasih bang kontennya manteeep,positive
@juniforu5441,personal gitu brok,negative
@Rizky-lm9xh,main rp bang yang setuju like buatin bang plis dah subrek,negative
@muhammadridho42,thanks banget saya kangen liat duet mereka,positive
@rihanzahirul8256,tips dan pengalaman sedikit dari sayakalo malas baca boleh di abaikan atau mulai dari bawah aja gan saya punya lga udah mau tahun dan sekarang masih kepakebosen mau upgrade pc soalnya yang ini gwa dah cinta banget dah kalo mobo mungkin coba pake mobo asus seri pqk aja ada pqle pqlepu pqlpro pk pqldeluxe dan lainnya mobo ini bervariasi juga harganya saya gunakan pqlepu yang kebetulan dapat yang seken seharga ribu kemaren nah kenapa disarankan mobo seri asus pqk ini ada ai tweaker cocok untuk elu yang sekalian mau belajar overclock murahan disini bisa chipsetnya bisa dibilang chipset paling mendukung banyak keluarga lga saya dulu pakenya berurutan dari core duo sampe core quad yang generasi terakhir core extreme sempat tidak bisa saya rasain karena produknya langka banget dan harganya masih selangit padahal di tahun era nya core i series loh xd mobo ini yang satu satunya bisa menggunakan ram ddr yang gb mobo yang paling mudah di update biosnya nah jadi saya kebetulan bosan dengan performa nya core quad dan saya butuh yang lebihsaya sempat riset dan eksperimen kalo lga yaitu keluarga prosesor pc server jaman dulu yaitu xeon ternyata memiliki socket dan skema yang hampir mirip dengan yang dimiliki oleh lga hanya saja perbedaan lubang slot nya itu aja kalo di lga kan di atas dan dibawah kalo lga itu di kanan dan kiri bisa dibilang tahapnya lumayan lama karena butuh kesabaran juga terutama saat memodifikasi chipsetnya bukan di mod di lepas atau semacamnya tapi di koding ulang microcodes nya jadi overall saya punya pc lga alias pc modifikasi saya itu spec nya sebagai berikut prosesorintel xeon e ghz moboasus pqlepu p lga sudah dirombak jadi xeon ramddr xgb gb gpunvidia gtx ti gb gddr hddseagate barracuda xtb tb gimana keren gak gan kebanding masih gunakan intel core mending coba langsung di convert menjadi bisa xeon d nbtidak semua mobo bisa kita upgradesebelum pengerjaan paling penting kita cari buku manual atau buku spesifikasi mobo udah bluescreen kali karena penyesuaiannya pertama kali dengan xeon,positive
