author,text,label,text_clean,text_tokenized,text_cleaned_slang,text_cleaned_stopword,text_stemmed_mps,text_lemmatized_nlp-id
@adnanwijaya2755,wkkw antum he said v ngakak,neutral,wkkw antum katanya v ngakak,"['wkkw', 'antum', 'katanya', 'v', 'ngakak']","['wkkw', 'antum', 'katanya', 'v', 'mengakak']","['wkkw', 'antum', 'mengakak']",wkkw antum akak,"['wkkw', 'antum', 'kakak']"
@solikuljepara9801,mantap jujur banget bang david reviewnya,positive,mantap jujur banget bang david reviewnya,"['mantap', 'jujur', 'banget', 'bang', 'david', 'reviewnya']","['mantap', 'jujur', 'banget', 'bang', 'david', 'reviewnya']","['mantap', 'jujur', 'banget', 'bang', 'david', 'reviewnya']",mantap jujur banget bang david review,"['mantap', 'jujur', 'banget', 'bang', 'david', 'reviewnya']"
@fitriauliarahman8938,aku beli hp ini samsung ms di tokped dulu alhamdulillah masih awet tahun mungkin gara belinya di toko resmi,positive,aku beli hp ini samsung ms di tokped dulu alhamdulillah masih awet tahun mungkin gara belinya di toko resmi,"['aku', 'beli', 'hp', 'ini', 'samsung', 'ms', 'di', 'tokped', 'dulu', 'alhamdulillah', 'masih', 'awet', 'tahun', 'mungkin', 'gara', 'belinya', 'di', 'toko', 'resmi']","['aku', 'beli', 'hp', 'ini', 'samsung', 'masih', 'di', 'tokped', 'dulu', 'alhamdulillah', 'masih', 'awet', 'tahun', 'mungkin', 'gara', 'belinya', 'di', 'toko', 'resmi']","['beli', 'hp', 'samsung', 'tokped', 'alhamdulillah', 'awet', 'gara', 'belinya', 'toko', 'resmi']",beli hp samsung tokped alhamdulillah awet gara beli toko resmi,"['beli', 'hp', 'samsung', 'tokped', 'alhamdulillah', 'awet', 'gara', 'beli', 'toko', 'resmi']"
@leonardusveryyudipradana1085,starlink menjadi titik terang ketika kita lagi berjuang pemerataan internet di berbagai daerah dengan membangun tower bts tapi anggarannya di korupsi,neutral,starlink menjadi titik terang ketika kita lagi berjuang pemerataan internet di berbagai daerah dengan membangun tower bts tapi anggarannya di korupsi,"['starlink', 'menjadi', 'titik', 'terang', 'ketika', 'kita', 'lagi', 'berjuang', 'pemerataan', 'internet', 'di', 'berbagai', 'daerah', 'dengan', 'membangun', 'tower', 'bts', 'tapi', 'anggarannya', 'di', 'korupsi']","['starlink', 'menjadi', 'titik', 'terang', 'ketika', 'kita', 'lagi', 'berjuang', 'pemerataan', 'internet', 'di', 'berbagai', 'daerah', 'dengan', 'membangun', 'tower', 'bts', 'tapi', 'anggarannya', 'di', 'korupsi']","['starlink', 'titik', 'terang', 'berjuang', 'pemerataan', 'internet', 'daerah', 'membangun', 'tower', 'bts', 'anggarannya', 'korupsi']",starlink titik terang juang perata internat daerah bangun tower bts anggar korupsi,"['starlink', 'titik', 'terang', 'juang', 'rata', 'internet', 'daerah', 'bangun', 'tower', 'bts', 'anggar', 'korupsi']"
@QWERTY-po6hz,casingbelum termasuk gw triplek,negative,casingbelum termasuk gw triplek,"['casingbelum', 'termasuk', 'gw', 'triplek']","['casingbelum', 'termasuk', 'gue', 'triplek']","['casingbelum', 'gue', 'triplek']",casingbelum gue triplek,"['casingbelum', 'gue', 'triplek']"
@lav4fxz,thx infonya gw juga pengen buat pc thx toturialnya,neutral,thx infonya gw juga pengen buat pc thx toturialnya,"['thx', 'infonya', 'gw', 'juga', 'pengen', 'buat', 'pc', 'thx', 'toturialnya']","['thx', 'infonya', 'gue', 'juga', 'pengin', 'buat', 'pc', 'thx', 'toturialnya']","['thx', 'infonya', 'gue', 'pengin', 'pc', 'thx', 'toturialnya']",thx info gue pengin pc thx toturialnya,"['thx', 'info', 'gue', 'pengin', 'pc', 'thx', 'toturialnya']"
@GamerSantai,bautnya beli apa langsung dapet,neutral,bautnya beli apa langsung dapet,"['bautnya', 'beli', 'apa', 'langsung', 'dapet']","['bautnya', 'beli', 'apa', 'langsung', 'dapat']","['bautnya', 'beli']",baut beli,"['baut', 'beli']"
@wegigip6672,di asalnya sana mungkin ini hp rakitan emak yang mana tiap partsnya ditaruh dikeranjang gede tinggal comor n rakit per,neutral,di asalnya sana mungkin ini hp rakitan emak yang mana tiap partsnya ditaruh dikeranjang gede tinggal comor n rakit per,"['di', 'asalnya', 'sana', 'mungkin', 'ini', 'hp', 'rakitan', 'emak', 'yang', 'mana', 'tiap', 'partsnya', 'ditaruh', 'dikeranjang', 'gede', 'tinggal', 'comor', 'n', 'rakit', 'per']","['di', 'asalnya', 'sana', 'mungkin', 'ini', 'hp', 'rakitan', 'emak', 'yang', 'mana', 'tiap', 'partsnya', 'ditaruh', 'dikeranjang', 'gede', 'tinggal', 'comor', 'n', 'rakit', 'per']","['asalnya', 'hp', 'rakitan', 'emak', 'partsnya', 'ditaruh', 'dikeranjang', 'gede', 'tinggal', 'comor', 'rakit']",asal hp rakit emak partsnya taruh keranjang gede tinggal comor rakit,"['asal', 'hp', 'rakit', 'emak', 'partsnya', 'taruh', 'keranjang', 'gede', 'tinggal', 'comor', 'rakit']"
@pffftt,pasti gtid nyewa editor mli,negative,pasti gtid nyewa editor mli,"['pasti', 'gtid', 'nyewa', 'editor', 'mli']","['pasti', 'gtid', 'nyewa', 'editor', 'mli']","['gtid', 'nyewa', 'editor', 'mli']",gtid sewa editor mli,"['gtid', 'nyewa', 'editor', 'mli']"
@valterianking,flashback ekspresi terciduk ormas,neutral,flashback ekspresi terciduk ormas,"['flashback', 'ekspresi', 'terciduk', 'ormas']","['flashback', 'ekspresi', 'terciduk', 'ormas']","['flashback', 'ekspresi', 'terciduk', 'ormas']",flashback ekspresi ciduk ormas,"['flashback', 'ekspresi', 'ciduk', 'ormas']"
@agunghartomo9903,apa cuma saya aja yang ketawa pas bang david baca speknya satu persatu,negative,apa cuma saya aja yang ketawa pas bang david baca speknya satu persatu,"['apa', 'cuma', 'saya', 'aja', 'yang', 'ketawa', 'pas', 'bang', 'david', 'baca', 'speknya', 'satu', 'persatu']","['apa', 'cuma', 'saya', 'saja', 'yang', 'ketawa', 'pas', 'bang', 'david', 'baca', 'speknya', 'satu', 'persatu']","['ketawa', 'pas', 'bang', 'david', 'baca', 'speknya', 'persatu']",ketawa pas bang david baca spek satu,"['ketawa', 'pas', 'bang', 'david', 'baca', 'speknya', 'satu']"
@Adityasaputra-sd4qv,gk nyangka ada surprise berkedok agama eh promosi dr bang edwin cuaxx yang ditunggu dan dikangenin,negative,gk nyaangka ada kejutan berkedok agama eh promosi dr bang edwin cuaxx yang ditunggu dan dikangenin,"['gk', 'nyaangka', 'ada', 'kejutan', 'berkedok', 'agama', 'eh', 'promosi', 'dr', 'bang', 'edwin', 'cuaxx', 'yang', 'ditunggu', 'dan', 'dikangenin']","['enggak', 'nyaangka', 'ada', 'kejutan', 'berkedok', 'agama', 'eh', 'promosi', 'dari', 'bang', 'edwin', 'cuaxx', 'yang', 'ditunggu', 'dan', 'dikangenin']","['nyaangka', 'kejutan', 'berkedok', 'agama', 'eh', 'promosi', 'bang', 'edwin', 'cuaxx', 'ditunggu', 'dikangenin']",sangka kejut kedok agama eh promosi bang medu cuaxx tunggu kangen,"['nyaangka', 'kejut', 'kedok', 'agama', 'eh', 'promosi', 'bang', 'edwin', 'cuaxx', 'tunggu', 'dikangenin']"
@UnionAndroidSRboi,ini mah modem yang dihapein,negative,ini mah modem yang dihapein,"['ini', 'mah', 'modem', 'yang', 'dihapein']","['ini', 'mah', 'modem', 'yang', 'dihapein']","['mah', 'modem', 'dihapein']",mah modem ape,"['mah', 'modem', 'dihapein']"
@herrukeysw,penasaran ama yang diajak omong gimna ekpresinya,negative,penasaran ama yang diajak omong gimna ekpresinya,"['penasaran', 'ama', 'yang', 'diajak', 'omong', 'gimna', 'ekpresinya']","['penasaran', 'sama', 'yang', 'diajak', 'omong', 'bagaimana', 'ekpresinya']","['penasaran', 'diajak', 'omong', 'ekpresinya']",penasaran ajak omong ekpresinya,"['penasaran', 'ajak', 'omong', 'ekpresinya']"
@tohirocraft4105,asli ngakak pas david nengok ke belakang liat apar,positive,asli ngakak pas david nengok ke belakang liat apar,"['asli', 'ngakak', 'pas', 'david', 'nengok', 'ke', 'belakang', 'liat', 'apar']","['asli', 'mengakak', 'pas', 'david', 'menengok', 'ke', 'belakang', 'lihat', 'apar']","['asli', 'mengakak', 'pas', 'david', 'menengok', 'apar']",asli akak pas david tengok apar,"['asli', 'kakak', 'pas', 'david', 'tengok', 'apar']"
@harismaandiaziz2179,jgn kebanyakan liat mli,negative,jgn kebanyakan liat mli,"['jgn', 'kebanyakan', 'liat', 'mli']","['jangan', 'kebanyakan', 'lihat', 'mli']","['kebanyakan', 'mli']",bana mli,"['banyak', 'mli']"
@daniel4you,bagian setting bar status nya mirip kek hp smartfren andromax mungkin mesin yang di pake mesin hp smartfren andromax karna mesin hp smarfren andromax dari dulu paling mudah di custom room dan di ubah wkw,neutral,bagian setting bar status nya mirip kek hp smartfren andromax mungkin mesin yang di pake mesin hp smartfren andromax karna mesin hp smarfren andromax dari dulu paling mudah di custom room dan di ubah wkw,"['bagian', 'setting', 'bar', 'status', 'nya', 'mirip', 'kek', 'hp', 'smartfren', 'andromax', 'mungkin', 'mesin', 'yang', 'di', 'pake', 'mesin', 'hp', 'smartfren', 'andromax', 'karna', 'mesin', 'hp', 'smarfren', 'andromax', 'dari', 'dulu', 'paling', 'mudah', 'di', 'custom', 'room', 'dan', 'di', 'ubah', 'wkw']","['bagian', 'setting', 'bar', 'status', 'nya', 'mirip', 'kayak', 'hp', 'smartfren', 'andromax', 'mungkin', 'mesin', 'yang', 'di', 'pakai', 'mesin', 'hp', 'smartfren', 'andromax', 'karena', 'mesin', 'hp', 'smarfren', 'andromax', 'dari', 'dulu', 'paling', 'mudah', 'di', 'custom', 'room', 'dan', 'di', 'ubah', 'wkw']","['setting', 'bar', 'status', 'kayak', 'hp', 'smartfren', 'andromax', 'mesin', 'pakai', 'mesin', 'hp', 'smartfren', 'andromax', 'mesin', 'hp', 'smarfren', 'andromax', 'mudah', 'custom', 'room', 'ubah', 'wkw']",tting bar status kayak hp smartfren andromax mesin pakai mesin hp smartfren andromax mesin hp smarfren andromax mudah custom room ubah wkw,"['setting', 'bar', 'status', 'kayak', 'hp', 'smartfren', 'andromax', 'mesin', 'pakai', 'mesin', 'hp', 'smartfren', 'andromax', 'mesin', 'hp', 'smarfren', 'andromax', 'mudah', 'custom', 'room', 'ubah', 'wkw']"
@ranggadwi297,gan semua tokoh nya trusted kan soalnya ulasan wkwkwkwk,positive,gan semua tokohnya terpercaya kan soalnya ulasan wwkwkwk,"['gan', 'semua', 'tokohnya', 'terpercaya', 'kan', 'soalnya', 'ulasan', 'wwkwkwk']","['gan', 'semua', 'tokohnya', 'terpercaya', 'kan', 'soalnya', 'ulasan', 'wwkwkwk']","['gan', 'tokohnya', 'terpercaya', 'ulasan', 'wwkwkwk']",gan tokoh percaya ulas wwkwkwk,"['gan', 'tokoh', 'terpercaya', 'ulas', 'wwkwkwk']"
@wahyudinurhardianti6911,alhamdulillah dengan adanya konten ini saya lebih mengerti makasih bang,positive,alhamdulillah dengan adanya konten ini saya lebih mengerti makasih bang,"['alhamdulillah', 'dengan', 'adanya', 'konten', 'ini', 'saya', 'lebih', 'mengerti', 'makasih', 'bang']","['alhamdulillah', 'dengan', 'adanya', 'konten', 'ini', 'saya', 'lebih', 'mengerti', 'terima kasih', 'bang']","['alhamdulillah', 'konten', 'mengerti', 'terima', 'kasih', 'bang']",alhamdulillah kontan erti terima kasih bang,"['alhamdulillah', 'konten', 'erti', 'terima', 'kasih', 'bang']"
@maulanazhilfa708,bang coba bikin video tentang bandingin hp flagship yang sekarang jadi murah sama hp sekarang yang harganya sama lebih worth it beli yang mana,positive,bang coba bikin video tentang bandingin hp andalan yang sekarang jadi murah sama hp sekarang yang harganya sama lebih worth it beli yang mana,"['bang', 'coba', 'bikin', 'video', 'tentang', 'bandingin', 'hp', 'andalan', 'yang', 'sekarang', 'jadi', 'murah', 'sama', 'hp', 'sekarang', 'yang', 'harganya', 'sama', 'lebih', 'worth', 'it', 'beli', 'yang', 'mana']","['bang', 'coba', 'bikin', 'video', 'tentang', 'bandingkan', 'hp', 'andalan', 'yang', 'sekarang', 'jadi', 'murah', 'sama', 'hp', 'sekarang', 'yang', 'harganya', 'sama', 'lebih', 'worth', 'itu', 'beli', 'yang', 'mana']","['bang', 'coba', 'bikin', 'video', 'bandingkan', 'hp', 'andalan', 'murah', 'hp', 'harganya', 'worth', 'beli']",bang coba bikin video banding hp andal murah hp harga worth beli,"['bang', 'coba', 'bikin', 'video', 'banding', 'hp', 'andal', 'murah', 'hp', 'harga', 'worth', 'beli']"
@novalzero1571,dengan video bang david ini semoga orang indo tidak gampang kepincut dengan hp spek dewa namun harganya jatuh bgt alias murah bgt yang beda dengan harga pasaran,positive,dengan video bang david ini semoga orang indo tidak mudah kepincut dengan hp spek dewa namun harganya jatuh bgt alias murah bgt yang beda dengan harga pasaran,"['dengan', 'video', 'bang', 'david', 'ini', 'semoga', 'orang', 'indo', 'tidak', 'mudah', 'kepincut', 'dengan', 'hp', 'spek', 'dewa', 'namun', 'harganya', 'jatuh', 'bgt', 'alias', 'murah', 'bgt', 'yang', 'beda', 'dengan', 'harga', 'pasaran']","['dengan', 'video', 'bang', 'david', 'ini', 'semoga', 'orang', 'indonesia', 'tidak', 'mudah', 'kepincut', 'dengan', 'hp', 'spek', 'dewa', 'namun', 'harganya', 'jatuh', 'banget', 'alias', 'murah', 'banget', 'yang', 'beda', 'dengan', 'harga', 'pasaran']","['video', 'bang', 'david', 'semoga', 'indonesia', 'mudah', 'kepincut', 'hp', 'spek', 'dewa', 'harganya', 'jatuh', 'banget', 'alias', 'murah', 'banget', 'beda', 'harga', 'pasaran']",video bang david moga indonesia mudah kepincut hp spek dewa harga jatuh banget alias murah banget beda harga pasar,"['video', 'bang', 'david', 'moga', 'indonesia', 'mudah', 'kepincut', 'hp', 'spek', 'dewa', 'harga', 'jatuh', 'banget', 'alias', 'murah', 'banget', 'beda', 'harga', 'pasar']"
@SaihiriBAYZ,bersyukurlah kalian dibelikan hp yang membuat kalian bahagia walaupun ada sedikit nanggung dari yang kalian pengen hp nya contoh kalian pengen hp ram memory malah dikasih ram memory jika kalian sudah besar kalian akan merasakan jaman kalian pakai hp begini dan jangan lupa bersyukur,positive,bersyukurlah kalian membelikan hp yang membuat kalian bahagia walaupun ada sedikit nanggung dari yang kalian pengen hp nya contoh kalian pengen hp ram memory malah dikasih ram memory jika kalian sudah besar kalian akan merasakan jaman kalian pakai hp begini dan jangan lupa bersyukur,"['bersyukurlah', 'kalian', 'membelikan', 'hp', 'yang', 'membuat', 'kalian', 'bahagia', 'walaupun', 'ada', 'sedikit', 'nanggung', 'dari', 'yang', 'kalian', 'pengen', 'hp', 'nya', 'contoh', 'kalian', 'pengen', 'hp', 'ram', 'memory', 'malah', 'dikasih', 'ram', 'memory', 'jika', 'kalian', 'sudah', 'besar', 'kalian', 'akan', 'merasakan', 'jaman', 'kalian', 'pakai', 'hp', 'begini', 'dan', 'jangan', 'lupa', 'bersyukur']","['bersyukurlah', 'kalian', 'membelikan', 'hp', 'yang', 'membuat', 'kalian', 'bahagia', 'walaupun', 'ada', 'sedikit', 'nanggung', 'dari', 'yang', 'kalian', 'pengin', 'hp', 'nya', 'contoh', 'kalian', 'pengin', 'hp', 'ram', 'memory', 'malah', 'dikasih', 'ram', 'memory', 'jika', 'kalian', 'sudah', 'besar', 'kalian', 'akan', 'merasakan', 'jaman', 'kalian', 'pakai', 'hp', 'begini', 'dan', 'jangan', 'lupa', 'bersyukur']","['bersyukurlah', 'membelikan', 'hp', 'bahagia', 'nanggung', 'pengin', 'hp', 'contoh', 'pengin', 'hp', 'ram', 'memory', 'dikasih', 'ram', 'memory', 'merasakan', 'jaman', 'pakai', 'hp', 'lupa', 'bersyukur']",syukur beli hp bahagia tanggung pengin hp contoh pengin hp ram metamorf kasih ram metamorf rasa jaman pakai hp lupa syukur,"['syukur', 'beli', 'hp', 'bahagia', 'nanggung', 'pengin', 'hp', 'contoh', 'pengin', 'hp', 'ram', 'memory', 'kasih', 'ram', 'memory', 'rasa', 'jaman', 'pakai', 'hp', 'lupa', 'syukur']"
@raihanbaihaqi4534,ini membuktikan dengan sogokan yang banyak cokmus bisa balik ke youtube,positive,ini membuktikan dengan sogokan yang banyak cokmus bisa balik ke youtube,"['ini', 'membuktikan', 'dengan', 'sogokan', 'yang', 'banyak', 'cokmus', 'bisa', 'balik', 'ke', 'youtube']","['ini', 'membuktikan', 'dengan', 'sogokan', 'yang', 'banyak', 'cokmus', 'bisa', 'balik', 'ke', 'youtube']","['membuktikan', 'sogokan', 'cokmus', 'youtube']",bukti sogo cokmus youtube,"['bukti', 'sogok', 'cokmus', 'youtube']"
@rnyrendy9130,saya bisa sih bikin pc ribuan tapi apa daya saya tak mampu membeli gta v dan pubg,neutral,saya bisa sih bikin pc ribuan tapi apa daya saya tidak mampu membeli gta v dan pubg,"['saya', 'bisa', 'sih', 'bikin', 'pc', 'ribuan', 'tapi', 'apa', 'daya', 'saya', 'tidak', 'mampu', 'membeli', 'gta', 'v', 'dan', 'pubg']","['saya', 'bisa', 'sih', 'bikin', 'pc', 'ribuan', 'tapi', 'apa', 'daya', 'saya', 'tidak', 'mampu', 'membeli', 'gta', 'v', 'dan', 'pubg']","['sih', 'bikin', 'pc', 'ribuan', 'daya', 'membeli', 'gta', 'pubg']",sih bikin pc ribu daya beli gta pubg,"['sih', 'bikin', 'pc', 'ribu', 'daya', 'beli', 'gta', 'pubg']"
@Afifa_youtube,ini parah nih hp kentang bukan kalengkaleng,negative,ini parah nih hp kentang bukan kalengkaleng,"['ini', 'parah', 'nih', 'hp', 'kentang', 'bukan', 'kalengkaleng']","['ini', 'parah', 'nih', 'hp', 'kentang', 'bukan', 'kalengkaleng']","['parah', 'nih', 'hp', 'kentang', 'kalengkaleng']",parah ini hp kentang kalengkaleng,"['parah', 'nih', 'hp', 'kentang', 'kalengkaleng']"
@fatimia1000,hahaha jadi ingat pengalaman dulu sempat beli hp di bakul hp batangan di kota saya pas hp saya rusak dulu sempat tergiur beli hp yang designnya bagus kamera depan ada flashnya android tapi boong hehe g boongan juga dan ram dan internal juga gede tapi belum juga sehari dipakai udah curiga terjadi banyak masalah koq banyak restart sendiri baterai bocor ga ada gmsnya banyak aplikasi yang harusnya support di android malah jadi ga support sinyal g tapi koq lemot dan saat diswipe ke sim malah katanya ga dukung g terus uinya alaala android jellybean gitu kamera burik plus internal dan ram gedenya cuma boongan merk dan tipenya kl ga salah m pro atau ultra gitu melihat masalah ini akhirnya sy jual lagi ga layak buat hp harian jadi pelajaran ke depan untuk lebih waspada dan jangan tergiur harga murah dan wajib cek spek juga takutnya kena tipu bisa jadi itu hp kw atau yang refurbish dan secara logika mana mungkin hp android ke atas dan sudah g yang terbilang teknologi baru sudah cepat jadi second atah dijual murah jauh di bawah jutaan pasti ada apanya,negative,hahaha jadi ingat pengalaman dulu sempat beli hp di bakul hp batangan di kota saya pas hp saya rusak dulu sempat tergiur beli hp yang designnya bagus kamera depan ada flashnya android tapi boong hehe g boongan juga dan ram dan internal juga gede tapi belum juga sehari dipakai udah curiga terjadi banyak masalah koq banyak restart sendiri baterai bocor ga ada gmsnya banyak aplikasi yang harusnya support di android malah jadi ga support sinyal g tapi koq lemot dan saat diswipe ke sim malah katanya ga dukung g terus uinya alaala android jellybean gitu kamera burik plus internal dan ram gedenya cuma boongan merk dan tipenya kl ga salah m pro atau ultra gitu lihat masalah ini akhirnya sy jual lagi ga layak buat hp harian jadi pelajaran ke depan untuk lebih waspada dan jangan tergiur harga murah dan wajib cek spek juga takutnya kena tipu bisa jadi itu hp kw atau yang refurbish dan secara logika mana mungkin hp android ke atas dan sudah g yang terbilang teknologi baru sudah cepat jadi second atah dijual murah jauh di bawah jutaan pasti ada apanya,"['hahaha', 'jadi', 'ingat', 'pengalaman', 'dulu', 'sempat', 'beli', 'hp', 'di', 'bakul', 'hp', 'batangan', 'di', 'kota', 'saya', 'pas', 'hp', 'saya', 'rusak', 'dulu', 'sempat', 'tergiur', 'beli', 'hp', 'yang', 'designnya', 'bagus', 'kamera', 'depan', 'ada', 'flashnya', 'android', 'tapi', 'boong', 'hehe', 'g', 'boongan', 'juga', 'dan', 'ram', 'dan', 'internal', 'juga', 'gede', 'tapi', 'belum', 'juga', 'sehari', 'dipakai', 'udah', 'curiga', 'terjadi', 'banyak', 'masalah', 'koq', 'banyak', 'restart', 'sendiri', 'baterai', 'bocor', 'ga', 'ada', 'gmsnya', 'banyak', 'aplikasi', 'yang', 'harusnya', 'support', 'di', 'android', 'malah', 'jadi', 'ga', 'support', 'sinyal', 'g', 'tapi', 'koq', 'lemot', 'dan', 'saat', 'diswipe', 'ke', 'sim', 'malah', 'katanya', 'ga', 'dukung', 'g', 'terus', 'uinya', 'alaala', 'android', 'jellybean', 'gitu', 'kamera', 'burik', 'plus', 'internal', 'dan', 'ram', 'gedenya', 'cuma', 'boongan', 'merk', 'dan', 'tipenya', 'kl', 'ga', 'salah', 'm', 'pro', 'atau', 'ultra', 'gitu', 'lihat', 'masalah', 'ini', 'akhirnya', 'sy', 'jual', 'lagi', 'ga', 'layak', 'buat', 'hp', 'harian', 'jadi', 'pelajaran', 'ke', 'depan', 'untuk', 'lebih', 'waspada', 'dan', 'jangan', 'tergiur', 'harga', 'murah', 'dan', 'wajib', 'cek', 'spek', 'juga', 'takutnya', 'kena', 'tipu', 'bisa', 'jadi', 'itu', 'hp', 'kw', 'atau', 'yang', 'refurbish', 'dan', 'secara', 'logika', 'mana', 'mungkin', 'hp', 'android', 'ke', 'atas', 'dan', 'sudah', 'g', 'yang', 'terbilang', 'teknologi', 'baru', 'sudah', 'cepat', 'jadi', 'second', 'atah', 'dijual', 'murah', 'jauh', 'di', 'bawah', 'jutaan', 'pasti', 'ada', 'apanya']","['hahaha', 'jadi', 'ingat', 'pengalaman', 'dulu', 'sempat', 'beli', 'hp', 'di', 'bakul', 'hp', 'batangan', 'di', 'kota', 'saya', 'pas', 'hp', 'saya', 'rusak', 'dulu', 'sempat', 'tergiur', 'beli', 'hp', 'yang', 'designnya', 'bagus', 'kamera', 'depan', 'ada', 'flashnya', 'android', 'tapi', 'bohong', 'hehe', 'enggak', 'boongan', 'juga', 'dan', 'ram', 'dan', 'internal', 'juga', 'gede', 'tapi', 'belum', 'juga', 'sehari', 'dipakai', 'sudah', 'curiga', 'terjadi', 'banyak', 'masalah', 'kok', 'banyak', 'restart', 'sendiri', 'baterai', 'bocor', 'enggak', 'ada', 'gmsnya', 'banyak', 'aplikasi', 'yang', 'harusnya', 'support', 'di', 'android', 'malah', 'jadi', 'enggak', 'support', 'sinyal', 'enggak', 'tapi', 'kok', 'lemot', 'dan', 'saat', 'diswipe', 'ke', 'sim', 'malah', 'katanya', 'enggak', 'dukung', 'enggak', 'terus', 'uinya', 'alaala', 'android', 'jellybean', 'begitu', 'kamera', 'burik', 'plus', 'internal', 'dan', 'ram', 'gedenya', 'cuma', 'boongan', 'merk', 'dan', 'tipenya', 'kalau', 'enggak', 'salah', 'sama', 'pro', 'atau', 'ultra', 'begitu', 'lihat', 'masalah', 'ini', 'akhirnya', 'saya', 'jual', 'lagi', 'enggak', 'layak', 'buat', 'hp', 'harian', 'jadi', 'pelajaran', 'ke', 'depan', 'untuk', 'lebih', 'waspada', 'dan', 'jangan', 'tergiur', 'harga', 'murah', 'dan', 'wajib', 'cek', 'spek', 'juga', 'takutnya', 'kena', 'tipu', 'bisa', 'jadi', 'itu', 'hp', 'kau', 'atau', 'yang', 'refurbish', 'dan', 'secara', 'logika', 'mana', 'mungkin', 'hp', 'android', 'ke', 'atas', 'dan', 'sudah', 'enggak', 'yang', 'terbilang', 'teknologi', 'baru', 'sudah', 'cepat', 'jadi', 'second', 'atah', 'dijual', 'murah', 'jauh', 'di', 'bawah', 'jutaan', 'pasti', 'ada', 'apanya']","['hahaha', 'pengalaman', 'beli', 'hp', 'bakul', 'hp', 'batangan', 'kota', 'pas', 'hp', 'rusak', 'tergiur', 'beli', 'hp', 'designnya', 'bagus', 'kamera', 'flashnya', 'android', 'bohong', 'hehe', 'boongan', 'ram', 'internal', 'gede', 'sehari', 'dipakai', 'curiga', 'restart', 'baterai', 'bocor', 'gmsnya', 'aplikasi', 'support', 'android', 'support', 'sinyal', 'lemot', 'diswipe', 'sim', 'dukung', 'uinya', 'alaala', 'android', 'jellybean', 'kamera', 'burik', 'plus', 'internal', 'ram', 'gedenya', 'boongan', 'merk', 'tipenya', 'salah', 'pro', 'ultra', 'jual', 'layak', 'hp', 'harian', 'pelajaran', 'waspada', 'tergiur', 'harga', 'murah', 'wajib', 'cek', 'spek', 'takutnya', 'tipu', 'hp', 'kau', 'refurbish', 'logika', 'hp', 'android', 'terbilang', 'teknologi', 'cepat', 'second', 'atah', 'dijual', 'murah', 'jutaan', 'apanya']",hahaha alam beli hp bakul hp batang kota pas hp rusak giur beli hp designnya bagus kamera flashnya android bohong hehe bong ram internal gede selar pakai curiga restart baterai bocor gmsnya aplikasi support android support sinyal lot diswipe sim dukung uinya alaala android julab kamera burik plus internal ram gede bong memek tipe salah pro ultra jual layak hp hari pelabur waspada giur harga murah wajib cek spek takut tipu hp kau refurbish logika hp android bilang teknologi cepat cond atah jual murah juta apa,"['hahaha', 'alam', 'beli', 'hp', 'bakul', 'hp', 'batang', 'kota', 'pas', 'hp', 'rusak', 'giur', 'beli', 'hp', 'designnya', 'bagus', 'kamera', 'flashnya', 'android', 'bohong', 'hehe', 'boongan', 'ram', 'internal', 'gede', 'hari', 'pakai', 'curiga', 'restart', 'baterai', 'bocor', 'gmsnya', 'aplikasi', 'support', 'android', 'support', 'sinyal', 'lot', 'diswipe', 'sim', 'dukung', 'uinya', 'alaala', 'android', 'jellybean', 'kamera', 'burik', 'plus', 'internal', 'ram', 'gede', 'boongan', 'merk', 'tipe', 'salah', 'pro', 'ultra', 'jual', 'layak', 'hp', 'hari', 'ajar', 'waspada', 'giur', 'harga', 'murah', 'wajib', 'cek', 'spek', 'takut', 'tipu', 'hp', 'kau', 'refurbish', 'logika', 'hp', 'android', 'bilang', 'teknologi', 'cepat', 'second', 'atah', 'jual', 'murah', 'juta', 'apa']"
